Código;classificacao_marketplace;canal_ml;canal_shopee;tipo_envio_ml_sugerido
16784;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00554;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249050;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249033;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01733;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17565;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17566;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00530;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17878;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17880;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17882;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01221;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
193100;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00901;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
110245;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
110244;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
110246;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01183;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
27774;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01176;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
136216;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01565;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13694;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01175;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
136217;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01157;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
364720;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00771;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13690;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02391;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
136107;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02043;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13693;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00417;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13696;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01156;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
364738;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02044;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
136165;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01318;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
297496;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01848;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
396100;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00051;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
353167;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01897;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160728;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01249;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160721;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00023;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
326925;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01525;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160715;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02333;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
25410;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02338;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
264660;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00024;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
275735;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00684;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
328766;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01892;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
343013;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00695;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
88331;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02412;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
7905;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01315;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
385010;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00163;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
384970;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00962;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
260290;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
260312;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01470;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
110584;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01474;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
426470;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01457;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
110220;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
110221;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01477;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
343307;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
343315;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01591;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
416880;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01996;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
347140;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
347165;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00377;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
123105;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00376;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
123104;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02405;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
3921;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02128;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
295892;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00170;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
310328;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
310310;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
143766;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01867;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
322091;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
311065;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00397;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
253928;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01569;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18565;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02040;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
346187;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00675;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
233161;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
233196;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
263990;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
264008;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
346209;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02050;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
4162;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01700;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
312568;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
263982;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
346535;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
346527;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00947;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
256250;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
308749;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00674;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
289914;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
369128;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00478;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199765;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00480;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
423050;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
423040;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
PAI-G00474;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
1442;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00476;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
404850;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00865;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
198187;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00143;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAC04;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02053;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
114143;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00425;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
114133;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02233;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
698;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00010;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
86380;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01718;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
347973;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02051;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
348015;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01029;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
250830;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
43800;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
43788;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
250856;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
250953;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01028;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
251321;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
251313;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
250988;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
115517;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00144;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
000000000006054227;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
000000000006054228;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01519;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
000000000006054230;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00416;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
000000000006054260;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00146;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
000000000006117813;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01888;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
000000000006145750;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
000000000006145881;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
000000000006145882;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
000000000006145885;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00578;FORA_LIMITE;NAO;NAO;FORA_ML
000000000006054180;FORA_LIMITE;NAO;NAO;FORA_ML
000000000006054172;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00053;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
000000000008021013;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00054;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
000000000008021011;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
000000000008021010;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
000000000008021014;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01885;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
333280;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00634;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
193232;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00560;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
8869;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01486;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17425;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17426;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17427;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01931;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17934;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17935;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00558;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17673;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17677;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17678;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00389;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
11283;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01668;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
413830;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01670;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
287520;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
287512;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01202;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17418;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02046;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18521;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01071;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
81698;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
75949;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01352;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
362310;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
362328;VALIDO_AMBOS;SIM;SIM;ML_AGENCIA_COLETA
362344;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
PAI-G00676;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112142;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01716;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112157;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00501;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
431950;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112160;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112161;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00663;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112350;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02230;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
324450;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00665;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
298816;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
298832;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00943;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
299057;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
299065;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112374;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01690;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
322083;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112363;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
310930;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112370;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02049;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112195;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01702;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
310891;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01269;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160228;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01265;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
149942;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164281;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164287;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164278;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164279;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00506;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
318345;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
318353;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00511;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164563;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164564;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
312266;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00008;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
391700;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00139;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
381772;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00964;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
380636;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
380644;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
380652;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01707;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
391740;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02008;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
380768;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01616;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
10983;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02159;VALIDO_AMBOS;SIM;SIM;ML_AGENCIA_COLETA
391770;VALIDO_AMBOS;SIM;SIM;ML_AGENCIA_COLETA
PAI-G00968;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
382950;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02287;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
140155;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
140156;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
140157;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
140158;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
140159;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
140160;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
140161;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00340;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
142069;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00597;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
185299;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00411;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13085;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13086;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00413;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
377368;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02085;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
130315;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
130316;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00197;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
397140;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00361;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
247308;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01091;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13920;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00319;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
966;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
296880;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
296899;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00317;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
189294;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00316;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
291846;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01418;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
134821;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01558;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
158437;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01798;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
15199;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01392;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13455;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01364;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
418190;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
418200;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01401;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
418260;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
418270;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00624;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
418070;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
418080;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
418090;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00692;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
334430;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
323888;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
323896;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
348562;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
324027;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
334421;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
334448;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00693;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
348589;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
348597;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01211;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104171;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104166;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02349;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
10420;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
10421;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
10422;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
10423;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
10424;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02347;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104102;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
10416;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00403;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104207;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104206;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104212;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104211;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104216;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02138;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104240;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104230;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104231;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104218;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01237;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104225;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104242;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00604;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
180500;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01502;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
139400;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00186;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
445;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01000;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
137245;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
137249;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00195;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
483;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00235;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
21334;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00115;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
263141;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01963;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
271292;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02163;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18413;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18411;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18415;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01355;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
392270;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
392220;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
392230;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
